Survived,Sex,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
1,0,0.48640861831391713,1,1,83.1583,1,0,0,1,0,0
0,1,0.2609294751346612,0,0,8.6625,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
1,1,0.3987222848553176,0,0,56.4958,0,0,1,0,0,1
1,1,0.36990000810545937,0,0,29.7,1,0,0,1,0,0
0,1,0.24840285606914697,0,0,7.925,0,0,1,0,0,1
0,1,0.19829637980709008,0,0,10.5,0,1,0,0,0,1
1,0,0.37366904672428913,0,0,31.0,1,0,0,1,0,0
0,1,0.43003883251910313,0,0,6.4375,0,0,1,1,0,0
0,1,0.2108229988726043,0,0,8.6625,0,0,1,0,0,1
0,1,0.5239884755104598,0,0,7.55,0,0,1,0,0,1
0,1,0.36990000810545937,8,2,69.55,0,0,1,0,0,1
0,1,0.43630214205186024,0,0,7.8958,0,0,1,1,0,0
0,1,0.3486158085932607,0,1,33.0,0,1,0,0,0,1
1,0,0.36990000810545937,1,0,89.1042,1,0,0,1,0,0
0,1,0.04797695102091946,4,2,31.275,0,0,1,0,0,1
0,1,0.9248402856069148,0,0,7.775,0,0,1,0,0,1
0,0,0.11061004634849055,1,1,15.2458,0,0,1,1,0,0
1,0,0.19829637980709008,0,1,39.4,1,0,0,0,0,1
0,0,0.5490417136414882,1,0,26.0,0,1,0,0,0,1
1,0,0.22334961793811853,0,1,9.35,0,0,1,0,0,1
1,0,0.5615683327070025,1,1,164.8667,1,0,0,0,0,1
1,1,0.6367280471000877,0,0,26.55,1,0,0,0,0,1
1,0,0.2985093323312038,0,3,19.2583,0,0,1,1,0,0
0,1,0.36990000810545937,0,0,7.2292,0,0,1,1,0,0
0,1,0.5114618564449456,2,0,14.1083,0,0,1,0,0,1
0,1,0.2609294751346612,1,0,11.5,0,1,0,0,0,1
1,0,0.599148189903545,0,0,25.9292,1,0,0,0,0,1
0,0,0.36990000810545937,8,2,69.55,0,0,1,0,0,1
0,1,0.2985093323312038,0,0,13.0,0,1,0,0,0,1
1,0,0.5239884755104598,0,0,13.0,0,1,0,0,0,1
1,0,0.33608918952774647,1,0,13.8583,0,1,0,1,0,0
0,1,0.38619566578980336,0,0,50.4958,1,0,0,0,0,1
0,1,0.36990000810545937,0,0,9.5,0,0,1,0,0,1
1,1,0.04797695102091946,1,1,11.1333,0,0,1,0,0,1
0,1,0.32356257046223225,0,0,7.8958,0,0,1,0,0,1
1,0,0.5866215708380309,1,1,52.5542,1,0,0,0,0,1
0,1,0.4112489039208318,0,0,5.0,1,0,0,0,0,1
0,1,0.5866215708380309,0,0,9.0,0,0,1,0,0,1
1,0,0.3486158085932607,1,0,24.0,0,1,0,1,0,0
1,0,0.18576976074157586,0,0,7.225,0,0,1,1,0,0
0,1,0.24840285606914697,0,0,9.8458,0,0,1,0,0,1
0,1,0.23587623700363275,0,0,7.8958,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.8958,0,0,1,0,0,1
1,0,0.6993611424276588,0,1,83.1583,1,0,0,1,0,0
1,0,0.311035951396718,0,1,26.0,0,1,0,0,0,1
0,1,0.4112489039208318,0,0,7.8958,0,0,1,0,0,1
0,0,0.2734560942001754,0,0,10.5167,0,0,1,0,0,1
0,1,0.3486158085932607,0,0,10.5,0,1,0,0,0,1
0,1,0.311035951396718,0,0,7.05,0,0,1,0,0,1
0,0,0.48640861831391713,0,5,29.125,0,0,1,0,1,0
0,1,0.33608918952774647,0,0,13.0,0,1,0,0,0,1
1,0,0.23587623700363275,0,0,30.0,1,0,0,0,0,1
0,0,0.36990000810545937,1,2,23.45,0,0,1,0,0,1
1,1,0.32356257046223225,0,0,30.0,1,0,0,1,0,0
0,1,0.3987222848553176,0,0,7.75,0,0,1,0,1,0
